id,id href,dark,notice,notice 2,notice 3,notice 4,ProblemRating
1081D,https://codeforces.com/problemset/problem/1081/D,,dsu,graphs,shortest paths,sortings,1800
,,,,,,,
1081C,https://codeforces.com/problemset/problem/1081/C,Colorful Bricks,combinatorics,dp,math,,1500
1081B,https://codeforces.com/problemset/problem/1081/B,,constructive algorithms,implementation,,,1500
1081A,https://codeforces.com/problemset/problem/1081/A,Definite Game,constructive algorithms,math,,,800
1080F,https://codeforces.com/problemset/problem/1080/F,,data structures,interactive,sortings,,2400
1080E,https://codeforces.com/problemset/problem/1080/E,Sonya and Matrix Beauty,strings,,,,2400
1080D,https://codeforces.com/problemset/problem/1080/D,,constructive algorithms,implementation,math,,2000
1080C,https://codeforces.com/problemset/problem/1080/C,Masha and two friends,implementation,,,,1500
1080B,https://codeforces.com/problemset/problem/1080/B,,math,,,,900
1080A,https://codeforces.com/problemset/problem/1080/A,Petya and Origami,math,,,,800
1078E,https://codeforces.com/problemset/problem/1078/E,,constructive algorithms,,,,3400
1077F2,https://codeforces.com/problemset/problem/1077/F2,Pictures with Kittens (hard version),data structures,dp,,,2100
1077F1,https://codeforces.com/problemset/problem/1077/F1,,dp,,,,1900
1077E,https://codeforces.com/problemset/problem/1077/E,Thematic Contests,greedy,sortings,,,1800
1077D,https://codeforces.com/problemset/problem/1077/D,,binary search,sortings,,,1600
1077C,https://codeforces.com/problemset/problem/1077/C,Good Array,,,,,1300
1077B,https://codeforces.com/problemset/problem/1077/B,,greedy,,,,1000
1077A,https://codeforces.com/problemset/problem/1077/A,Frog Jumping,math,,,,800
1076G,https://codeforces.com/problemset/problem/1076/G,,data structures,games,,,3000
1076F,https://codeforces.com/problemset/problem/1076/F,Summer Practice Report,dp,greedy,,,2500
1076E,https://codeforces.com/problemset/problem/1076/E,,data structures,trees,,,1900
1076D,https://codeforces.com/problemset/problem/1076/D,Edge Deletion,graphs,greedy,shortest paths,,1800
1076C,https://codeforces.com/problemset/problem/1076/C,,binary search,math,,,1300
1076B,https://codeforces.com/problemset/problem/1076/B,Divisor Subtraction,implementation,math,number theory,,1200
1076A,https://codeforces.com/problemset/problem/1076/A,,greedy,strings,,,1200
1075B,https://codeforces.com/problemset/problem/1075/B,Taxi drivers and Lyft,implementation,sortings,,,1200
1075A,https://codeforces.com/problemset/problem/1075/A,,implementation,math,,,800
1073G,https://codeforces.com/problemset/problem/1073/G,Yet Another LCP Problem,data structures,string suffix structures,,,2600
1073F,https://codeforces.com/problemset/problem/1073/F,,dfs and similar,dp,greedy,trees,2500
1073E,https://codeforces.com/problemset/problem/1073/E,Segment Sum,bitmasks,combinatorics,dp,math,2300
1073D,https://codeforces.com/problemset/problem/1073/D,,binary search,brute force,data structures,greedy,1700
1073C,https://codeforces.com/problemset/problem/1073/C,Vasya and Robot,binary search,two pointers,,,1800
1073B,https://codeforces.com/problemset/problem/1073/B,,implementation,math,,,1000
1073A,https://codeforces.com/problemset/problem/1073/A,Diverse Substring,implementation,strings,,,1000
1071E,https://codeforces.com/problemset/problem/1071/E,,binary search,geometry,,,3500
1070M,https://codeforces.com/problemset/problem/1070/M,Algoland and Berland,constructive algorithms,divide and conquer,geometry,,3000
1070L,https://codeforces.com/problemset/problem/1070/L,,constructive algorithms,,,,2600
1070K,https://codeforces.com/problemset/problem/1070/K,Video Posts,implementation,,,,1100
1070J,https://codeforces.com/problemset/problem/1070/J,,dp,,,,2300
1070I,https://codeforces.com/problemset/problem/1070/I,Privatization of Roads in Berland,flows,graph matchings,graphs,,2400
1070H,https://codeforces.com/problemset/problem/1070/H,,brute force,implementation,,,1500
1070G,https://codeforces.com/problemset/problem/1070/G,Monsters and Potions,brute force,dp,greedy,implementation,2300
1070F,https://codeforces.com/problemset/problem/1070/F,,greedy,,,,1500
1070E,https://codeforces.com/problemset/problem/1070/E,Getting Deals Done,binary search,data structures,,,2100
1070D,https://codeforces.com/problemset/problem/1070/D,,greedy,,,,1300
1070C,https://codeforces.com/problemset/problem/1070/C,Cloud Computing,data structures,greedy,,,2000
1070B,https://codeforces.com/problemset/problem/1070/B,,data structures,greedy,,,2400
1070A,https://codeforces.com/problemset/problem/1070/A,Find a Number,dp,graphs,number theory,shortest paths,2200
1068C,https://codeforces.com/problemset/problem/1068/C,,constructive algorithms,graphs,,,1700
1068B,https://codeforces.com/problemset/problem/1068/B,LCM,math,number theory,,,1200
1068A,https://codeforces.com/problemset/problem/1068/A,,math,,,,1400
1067E,https://codeforces.com/problemset/problem/1067/E,Random Forest Rank,dp,graph matchings,math,trees,2800
1067D,https://codeforces.com/problemset/problem/1067/D,,dp,greedy,math,probabilities,3100
1067C,https://codeforces.com/problemset/problem/1067/C,Knights,constructive algorithms,,,,2600
1067B,https://codeforces.com/problemset/problem/1067/B,,dfs and similar,graphs,shortest paths,,1800
1067A,https://codeforces.com/problemset/problem/1067/A,Array Without Local Maximums,dp,,,,1900
1066F,https://codeforces.com/problemset/problem/1066/F,,dp,,,,2100
1066E,https://codeforces.com/problemset/problem/1066/E,Binary Numbers AND Sum,data structures,implementation,math,,1700
1066D,https://codeforces.com/problemset/problem/1066/D,,binary search,implementation,,,1800
1066C,https://codeforces.com/problemset/problem/1066/C,Books Queries,implementation,,,,1400
1066B,https://codeforces.com/problemset/problem/1066/B,,greedy,two pointers,,,1500
1066A,https://codeforces.com/problemset/problem/1066/A,Vova and Train,math,,,,1100
1065G,https://codeforces.com/problemset/problem/1065/G,,strings,,,,2700
1065F,https://codeforces.com/problemset/problem/1065/F,Up and Down the Tree,dfs and similar,dp,trees,,2500
1065E,https://codeforces.com/problemset/problem/1065/E,,combinatorics,strings,,,2300
1065D,https://codeforces.com/problemset/problem/1065/D,Three Pieces,dfs and similar,dp,shortest paths,,2200
1065C,https://codeforces.com/problemset/problem/1065/C,,greedy,,,,1600
1065B,https://codeforces.com/problemset/problem/1065/B,Vasya and Isolated Vertices,constructive algorithms,graphs,,,1300
1065A,https://codeforces.com/problemset/problem/1065/A,,implementation,math,,,800
1064B,https://codeforces.com/problemset/problem/1064/B,Equations of Mathematical Magic,math,,,,1200
1064A,https://codeforces.com/problemset/problem/1064/A,,brute force,geometry,math,,800
1063F,https://codeforces.com/problemset/problem/1063/F,String Journey,data structures,dp,string suffix structures,,3300
1063E,https://codeforces.com/problemset/problem/1063/E,,constructive algorithms,math,,,3000
1063D,https://codeforces.com/problemset/problem/1063/D,Candies for Children,brute force,math,,,2600
1063C,https://codeforces.com/problemset/problem/1063/C,,binary search,constructive algorithms,geometry,interactive,1900
1063B,https://codeforces.com/problemset/problem/1063/B,Labyrinth,graphs,shortest paths,,,1800
1063A,https://codeforces.com/problemset/problem/1063/A,,constructive algorithms,strings,,,1300
1062F,https://codeforces.com/problemset/problem/1062/F,Upgrading Cities,dfs and similar,graphs,,,2900
1062E,https://codeforces.com/problemset/problem/1062/E,,binary search,data structures,dfs and similar,greedy,2300
1062D,https://codeforces.com/problemset/problem/1062/D,Fun with Integers,dfs and similar,graphs,implementation,math,1800
1062C,https://codeforces.com/problemset/problem/1062/C,,greedy,implementation,math,,1600
1062B,https://codeforces.com/problemset/problem/1062/B,Math,greedy,math,number theory,,1500
1062A,https://codeforces.com/problemset/problem/1062/A,,greedy,implementation,,,1300
1061F,https://codeforces.com/problemset/problem/1061/F,Lost Root,interactive,probabilities,,,2400
1061E,https://codeforces.com/problemset/problem/1061/E,,flows,graphs,,,2600
1061D,https://codeforces.com/problemset/problem/1061/D,TV Shows,data structures,greedy,implementation,sortings,2000
1061C,https://codeforces.com/problemset/problem/1061/C,,data structures,dp,implementation,math,1700
1061B,https://codeforces.com/problemset/problem/1061/B,Views Matter,greedy,implementation,sortings,,1400
1061A,https://codeforces.com/problemset/problem/1061/A,,greedy,implementation,math,,800
1060H,https://codeforces.com/problemset/problem/1060/H,Sophisticated Device,constructive algorithms,,,,3300
1060G,https://codeforces.com/problemset/problem/1060/G,,data structures,,,,3400
1060F,https://codeforces.com/problemset/problem/1060/F,Shrinking Tree,combinatorics,dp,,,2900
1060E,https://codeforces.com/problemset/problem/1060/E,,dfs and similar,dp,trees,,2000
1060D,https://codeforces.com/problemset/problem/1060/D,Social Circles,greedy,math,,,1900
1060C,https://codeforces.com/problemset/problem/1060/C,,binary search,implementation,two pointers,,1600
1060B,https://codeforces.com/problemset/problem/1060/B,Maximum Sum of Digits,greedy,,,,1100
1060A,https://codeforces.com/problemset/problem/1060/A,,brute force,,,,800
1059E,https://codeforces.com/problemset/problem/1059/E,Split the Tree,binary search,data structures,dp,greedy,2400
1059D,https://codeforces.com/problemset/problem/1059/D,,binary search,geometry,ternary search,,2200
1059C,https://codeforces.com/problemset/problem/1059/C,Sequence Transformation,constructive algorithms,math,,,1600
1059B,https://codeforces.com/problemset/problem/1059/B,,implementation,,,,1300
,,,,,,,
1059A,https://codeforces.com/problemset/problem/1059/A,Cashier,implementation,,,,1000
1057C,https://codeforces.com/problemset/problem/1057/C,,*special problem,dp,,,2000
1057B,https://codeforces.com/problemset/problem/1057/B,DDoS,*special problem,brute force,,,1400
1057A,https://codeforces.com/problemset/problem/1057/A,,*special problem,dfs and similar,trees,,900
1056H,https://codeforces.com/problemset/problem/1056/H,Detect Robots,data structures,strings,,,3200
1056G,https://codeforces.com/problemset/problem/1056/G,,brute force,data structures,graphs,,2900
1056F,https://codeforces.com/problemset/problem/1056/F,Write The Contest,binary search,dp,math,,2500
1056E,https://codeforces.com/problemset/problem/1056/E,,brute force,data structures,hashing,strings,2100
1056D,https://codeforces.com/problemset/problem/1056/D,Decorate Apple Tree,constructive algorithms,dfs and similar,dp,graphs,1600
1056C,https://codeforces.com/problemset/problem/1056/C,,greedy,implementation,interactive,sortings,1700
1056B,https://codeforces.com/problemset/problem/1056/B,Divide Candies,math,number theory,,,1600
1056A,https://codeforces.com/problemset/problem/1056/A,,implementation,,,,800
1055G,https://codeforces.com/problemset/problem/1055/G,Jellyfish Nightmare,,,,,3500
1055F,https://codeforces.com/problemset/problem/1055/F,,strings,trees,,,2900
1055E,https://codeforces.com/problemset/problem/1055/E,Segments on the Line,binary search,dp,,,2500
1055D,https://codeforces.com/problemset/problem/1055/D,,greedy,implementation,strings,,2400
1055C,https://codeforces.com/problemset/problem/1055/C,Lucky Days,math,number theory,,,1900
1055B,https://codeforces.com/problemset/problem/1055/B,,dsu,implementation,,,1300
1055A,https://codeforces.com/problemset/problem/1055/A,Metro,graphs,,,,900
1054H,https://codeforces.com/problemset/problem/1054/H,,chinese remainder theorem,fft,math,number theory,3500
1054G,https://codeforces.com/problemset/problem/1054/G,New Road Network,constructive algorithms,greedy,math,,3300
1054F,https://codeforces.com/problemset/problem/1054/F,,flows,graph matchings,,,2700
1054E,https://codeforces.com/problemset/problem/1054/E,Chips Puzzle,constructive algorithms,implementation,math,,2400
1054D,https://codeforces.com/problemset/problem/1054/D,,greedy,implementation,,,1900
1054C,https://codeforces.com/problemset/problem/1054/C,Candies Distribution,constructive algorithms,implementation,,,1500
1054B,https://codeforces.com/problemset/problem/1054/B,,implementation,,,,1000
1054A,https://codeforces.com/problemset/problem/1054/A,Elevator or Stairs?,implementation,,,,800
1053E,https://codeforces.com/problemset/problem/1053/E,,constructive algorithms,trees,,,3500
1051G,https://codeforces.com/problemset/problem/1051/G,Distinctification,data structures,dsu,greedy,,2900
1051F,https://codeforces.com/problemset/problem/1051/F,,graphs,shortest paths,trees,,2400
1051E,https://codeforces.com/problemset/problem/1051/E,Vasya and Big Integers,binary search,data structures,dp,hashing,2600
1051D,https://codeforces.com/problemset/problem/1051/D,,bitmasks,dp,,,1700
1051C,https://codeforces.com/problemset/problem/1051/C,Vasya and Multisets,brute force,dp,greedy,implementation,1500
1051B,https://codeforces.com/problemset/problem/1051/B,,greedy,math,number theory,,1000
1051A,https://codeforces.com/problemset/problem/1051/A,Vasya And Password,greedy,implementation,strings,,1200
1047B,https://codeforces.com/problemset/problem/1047/B,,geometry,math,,,900
1047A,https://codeforces.com/problemset/problem/1047/A,Little C Loves 3 I,math,,,,800
1046I,https://codeforces.com/problemset/problem/1046/I,,geometry,,,,2300
1046F,https://codeforces.com/problemset/problem/1046/F,Splitting money,implementation,,,,1400
1046C,https://codeforces.com/problemset/problem/1046/C,,greedy,,,,1400
1045J,https://codeforces.com/problemset/problem/1045/J,Moonwalk challenge,data structures,strings,trees,,2600
1045I,https://codeforces.com/problemset/problem/1045/I,,hashing,strings,,,1600
1045H,https://codeforces.com/problemset/problem/1045/H,Self-exploration,math,,,,2400
1045G,https://codeforces.com/problemset/problem/1045/G,,data structures,,,,2200
1045F,https://codeforces.com/problemset/problem/1045/F,Shady Lady,geometry,math,,,3400
1045E,https://codeforces.com/problemset/problem/1045/E,,constructive algorithms,geometry,,,3200
1045D,https://codeforces.com/problemset/problem/1045/D,Interstellar battle,math,probabilities,trees,,2200
1045C,https://codeforces.com/problemset/problem/1045/C,,dfs and similar,graphs,trees,,2300
1045B,https://codeforces.com/problemset/problem/1045/B,Space Isaac,hashing,number theory,,,2400
1045A,https://codeforces.com/problemset/problem/1045/A,,data structures,flows,graph matchings,graphs,2500
1044F,https://codeforces.com/problemset/problem/1044/F,DFS,data structures,,,,2700
1044E,https://codeforces.com/problemset/problem/1044/E,,implementation,,,,3100
1044D,https://codeforces.com/problemset/problem/1044/D,Deduction Queries,data structures,dsu,,,2400
1044C,https://codeforces.com/problemset/problem/1044/C,,dp,geometry,,,2100
